Codigo linea;Descripcion linea;Codigo parada;Parada;Tiempo espera
75;SAN ADRIAN - ATXURI;5405;SAN ADRIAN;13
75;SAN ADRIAN - ATXURI;5601;ATXURI;13
75;SAN ADRIAN - ATXURI;5701;ATXURI;12
75;SAN ADRIAN - ATXURI;5704;ATXURI;12
75;SAN ADRIAN - ATXURI;5802;ATXURI;11
75;SAN ADRIAN - ATXURI;5804;ATXURI;6
75;SAN ADRIAN - ATXURI;5906;SAN ADRIAN;8
75;SAN ADRIAN - ATXURI;5908;SAN ADRIAN;9
75;SAN ADRIAN - ATXURI;5909;ATXURI;3
75;SAN ADRIAN - ATXURI;5910;ATXURI;4
75;SAN ADRIAN - ATXURI;5913;SAN ADRIAN;6
75;SAN ADRIAN - ATXURI;5914;SAN ADRIAN;7
75;SAN ADRIAN - ATXURI;6118;ATXURI;4
75;SAN ADRIAN - ATXURI;6119;SAN ADRIAN;8
75;SAN ADRIAN - ATXURI;6120;ATXURI;2
75;SAN ADRIAN - ATXURI;6121;SAN ADRIAN;-42
75;SAN ADRIAN - ATXURI;6123;ATXURI;12
75;SAN ADRIAN - ATXURI;7108;SAN ADRIAN;11
75;SAN ADRIAN - ATXURI;7201;ATXURI;8
75;SAN ADRIAN - ATXURI;7203;SAN ADRIAN;13
75;SAN ADRIAN - ATXURI;7204;SAN ADRIAN;2
75;SAN ADRIAN - ATXURI;7205;SAN ADRIAN;1
75;SAN ADRIAN - ATXURI;7208;ATXURI;9
75;SAN ADRIAN - ATXURI;7209;SAN ADRIAN;3
75;SAN ADRIAN - ATXURI;7210;ATXURI;10
76;ARTATZU/XALBADOR - MOYUA;5802;PLAZA MOYUA;32
76;ARTATZU/XALBADOR - MOYUA;5803;PLAZA MOYUA;32
76;ARTATZU/XALBADOR - MOYUA;5804;PLAZA MOYUA;28
76;ARTATZU/XALBADOR - MOYUA;5911;XALBADOR;25
76;ARTATZU/XALBADOR - MOYUA;5912;PLAZA MOYUA;26
76;ARTATZU/XALBADOR - MOYUA;5913;XALBADOR;23
76;ARTATZU/XALBADOR - MOYUA;5914;XALBADOR;25
76;ARTATZU/XALBADOR - MOYUA;5915;PLAZA MOYUA;25
76;ARTATZU/XALBADOR - MOYUA;6104;PLAZA MOYUA;2
76;ARTATZU/XALBADOR - MOYUA;6108;XALBADOR;13
76;ARTATZU/XALBADOR - MOYUA;6112;XALBADOR;16
76;ARTATZU/XALBADOR - MOYUA;6123;PLAZA MOYUA;33
76;ARTATZU/XALBADOR - MOYUA;6201;PLAZA MOYUA;3
76;ARTATZU/XALBADOR - MOYUA;6206;PLAZA MOYUA;10
76;ARTATZU/XALBADOR - MOYUA;6209;PLAZA MOYUA;9
76;ARTATZU/XALBADOR - MOYUA;6210;PLAZA MOYUA;7
76;ARTATZU/XALBADOR - MOYUA;7108;XALBADOR;17
76;ARTATZU/XALBADOR - MOYUA;7203;XALBADOR;19
76;ARTATZU/XALBADOR - MOYUA;7204;XALBADOR;20
76;ARTATZU/XALBADOR - MOYUA;7205;XALBADOR;20
76;ARTATZU/XALBADOR - MOYUA;7209;XALBADOR;22
76;ARTATZU/XALBADOR - MOYUA;7301;PLAZA MOYUA;35
76;ARTATZU/XALBADOR - MOYUA;7306;XALBADOR;31
76;ARTATZU/XALBADOR - MOYUA;7307;XALBADOR;30
76;ARTATZU/XALBADOR - MOYUA;7308;PLAZA MOYUA;16
76;ARTATZU/XALBADOR - MOYUA;7309;PLAZA MOYUA;14
76;ARTATZU/XALBADOR - MOYUA;7312;XALBADOR;33
76;ARTATZU/XALBADOR - MOYUA;7313;XALBADOR;1
76;ARTATZU/XALBADOR - MOYUA;7317;PLAZA MOYUA;14
76;ARTATZU/XALBADOR - MOYUA;7318;XALBADOR;2
76;ARTATZU/XALBADOR - MOYUA;7319;PLAZA MOYUA;13
76;ARTATZU/XALBADOR - MOYUA;7320;ARTAZU;35
76;ARTATZU/XALBADOR - MOYUA;7404;XALBADOR;30
76;ARTATZU/XALBADOR - MOYUA;7405;XALBADOR;27
76;ARTATZU/XALBADOR - MOYUA;7406;PLAZA MOYUA;22
76;ARTATZU/XALBADOR - MOYUA;7407;PLAZA MOYUA;23
76;ARTATZU/XALBADOR - MOYUA;7408;XALBADOR;28
76;ARTATZU/XALBADOR - MOYUA;7409;PLAZA MOYUA;19
76;ARTATZU/XALBADOR - MOYUA;7410;PLAZA MOYUA;18
76;ARTATZU/XALBADOR - MOYUA;7411;PLAZA MOYUA;20
77;PEÑASCAL - MINA DEL MORRO;4204;PEÑASCAL;3
77;PEÑASCAL - MINA DEL MORRO;4205;PEÑASCAL;4
77;PEÑASCAL - MINA DEL MORRO;4206;MINA DEL MORRO;12
77;PEÑASCAL - MINA DEL MORRO;5102;MINA DEL MORRO;14
77;PEÑASCAL - MINA DEL MORRO;5105;PEÑASCAL;4
77;PEÑASCAL - MINA DEL MORRO;5106;PEÑASCAL;8
77;PEÑASCAL - MINA DEL MORRO;5401;MINA DEL MORRO;7
77;PEÑASCAL - MINA DEL MORRO;5402;MINA DEL MORRO;8
77;PEÑASCAL - MINA DEL MORRO;5403;PEÑASCAL;6
77;PEÑASCAL - MINA DEL MORRO;5404;PEÑASCAL;5
77;PEÑASCAL - MINA DEL MORRO;5406;MINA DEL MORRO;6
77;PEÑASCAL - MINA DEL MORRO;5407;PEÑASCAL;7
77;PEÑASCAL - MINA DEL MORRO;5601;MINA DEL MORRO;3
77;PEÑASCAL - MINA DEL MORRO;5701;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;5704;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;6113;MINA DEL MORRO;11
77;PEÑASCAL - MINA DEL MORRO;6114;PEÑASCAL;9
77;PEÑASCAL - MINA DEL MORRO;6115;MINA DEL MORRO;8
77;PEÑASCAL - MINA DEL MORRO;6116;PEÑASCAL;10
77;PEÑASCAL - MINA DEL MORRO;6117;PEÑASCAL;7
77;PEÑASCAL - MINA DEL MORRO;6206;MINA DEL MORRO;5
77;PEÑASCAL - MINA DEL MORRO;6209;MINA DEL MORRO;4
77;PEÑASCAL - MINA DEL MORRO;6210;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;6211;PEÑASCAL;0
77;PEÑASCAL - MINA DEL MORRO;6212;PEÑASCAL;5
77;PEÑASCAL - MINA DEL MORRO;6213;MINA DEL MORRO;6
77;PEÑASCAL - MINA DEL MORRO;6214;PEÑASCAL;7
77;PEÑASCAL - MINA DEL MORRO;7106;PEÑASCAL;8
77;PEÑASCAL - MINA DEL MORRO;7107;MINA DEL MORRO;4
77;PEÑASCAL - MINA DEL MORRO;7308;MINA DEL MORRO;11
77;PEÑASCAL - MINA DEL MORRO;7309;MINA DEL MORRO;9
77;PEÑASCAL - MINA DEL MORRO;7310;PEÑASCAL;11
77;PEÑASCAL - MINA DEL MORRO;7311;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;7312;PEÑASCAL;12
77;PEÑASCAL - MINA DEL MORRO;7313;PEÑASCAL;13
77;PEÑASCAL - MINA DEL MORRO;7601;PEÑASCAL;1
77;PEÑASCAL - MINA DEL MORRO;7602;MINA DEL MORRO;7
77;PEÑASCAL - MINA DEL MORRO;7603;MINA DEL MORRO;6
77;PEÑASCAL - MINA DEL MORRO;7604;PEÑASCAL;8
77;PEÑASCAL - MINA DEL MORRO;7605;PEÑASCAL;2
77;PEÑASCAL - MINA DEL MORRO;7606;MINA DEL MORRO;4
77;PEÑASCAL - MINA DEL MORRO;7701;MINA DEL MORRO;3
85;ZAZPILANDA - ATXURI;5102;ATXURI;9
85;ZAZPILANDA - ATXURI;5105;ZAZPILANDA;8
85;ZAZPILANDA - ATXURI;5106;ZAZPILANDA;4
85;ZAZPILANDA - ATXURI;5405;ZAZPILANDA;3
85;ZAZPILANDA - ATXURI;5601;ATXURI;12
85;ZAZPILANDA - ATXURI;5701;ATXURI;11
85;ZAZPILANDA - ATXURI;5704;ATXURI;10
85;ZAZPILANDA - ATXURI;6106;ZAZPILANDA;3
85;ZAZPILANDA - ATXURI;6118;ATXURI;7
85;ZAZPILANDA - ATXURI;6119;ZAZPILANDA;12
85;ZAZPILANDA - ATXURI;6120;ATXURI;4
85;ZAZPILANDA - ATXURI;6121;ZAZPILANDA;-28
85;ZAZPILANDA - ATXURI;6202;ZAZPILANDA;4
85;ZAZPILANDA - ATXURI;6203;ZAZPILANDA;5
85;ZAZPILANDA - ATXURI;7102;ATXURI;0
85;ZAZPILANDA - ATXURI;7103;ATXURI;16
85;ZAZPILANDA - ATXURI;7104;ATXURI;15
85;ZAZPILANDA - ATXURI;8111;ATXURI;10
85;ZAZPILANDA - ATXURI;8112;ZAZPILANDA;8
85;ZAZPILANDA - ATXURI;8113;ATXURI;7
85;ZAZPILANDA - ATXURI;8122;ZAZPILANDA;7
85;ZAZPILANDA - ATXURI;8123;ATXURI;12
85;ZAZPILANDA - ATXURI;8204;ZAZPILANDA;10
85;ZAZPILANDA - ATXURI;8205;ZAZPILANDA;11
85;ZAZPILANDA - ATXURI;8317;ATXURI;7
85;ZAZPILANDA - ATXURI;8501;ATXURI;2
85;ZAZPILANDA - ATXURI;8502;ATXURI;4
85;ZAZPILANDA - ATXURI;8503;ATXURI;15
85;ZAZPILANDA - ATXURI;8504;ZAZPILANDA;18
85;ZAZPILANDA - ATXURI;8505;ATXURI;14
85;ZAZPILANDA - ATXURI;8506;ZAZPILANDA;16
85;ZAZPILANDA - ATXURI;8507;ATXURI;13
85;ZAZPILANDA - ATXURI;8509;ATXURI;17
85;ZAZPILANDA - ATXURI;8510;ZAZPILANDA;14
88;KASTREXANA - INDAUTXU;6213;INDAUTXU;26
88;KASTREXANA - INDAUTXU;6223;KASTREXANA;33
88;KASTREXANA - INDAUTXU;6228;KASTREXANA;37
88;KASTREXANA - INDAUTXU;7104;INDAUTXU;25
88;KASTREXANA - INDAUTXU;8111;INDAUTXU;21
88;KASTREXANA - INDAUTXU;8112;KASTREXANA;41
88;KASTREXANA - INDAUTXU;8113;INDAUTXU;18
88;KASTREXANA - INDAUTXU;8122;KASTREXANA;39
88;KASTREXANA - INDAUTXU;8123;INDAUTXU;23
88;KASTREXANA - INDAUTXU;8204;KASTREXANA;43
88;KASTREXANA - INDAUTXU;8205;KASTREXANA;43
88;KASTREXANA - INDAUTXU;8317;INDAUTXU;18
88;KASTREXANA - INDAUTXU;8506;KASTREXANA;49
88;KASTREXANA - INDAUTXU;8508;KASTREXANA;50
88;KASTREXANA - INDAUTXU;8509;INDAUTXU;14
88;KASTREXANA - INDAUTXU;8510;KASTREXANA;46
88;KASTREXANA - INDAUTXU;8511;INDAUTXU;8
88;KASTREXANA - INDAUTXU;8614;INDAUTXU;5
88;KASTREXANA - INDAUTXU;8615;KASTREXANA;51
88;KASTREXANA - INDAUTXU;8616;KASTREXANA;54
88;KASTREXANA - INDAUTXU;8617;KASTREXANA;52
88;KASTREXANA - INDAUTXU;8618;INDAUTXU;4
88;KASTREXANA - INDAUTXU;8619;KASTREXANA;53
88;KASTREXANA - INDAUTXU;8620;INDAUTXU;3
A1;ASUNCION - PLAZA BIRIBILA;2202;PLAZA BIRIBILA;19
A1;ASUNCION - PLAZA BIRIBILA;2302;PLAZA BIRIBILA;8
A1;ASUNCION - PLAZA BIRIBILA;2303;PLAZA BIRIBILA;8
A1;ASUNCION - PLAZA BIRIBILA;2411;PLAZA BIRIBILA;10
A1;ASUNCION - PLAZA BIRIBILA;2412;PLAZA BIRIBILA;11
A1;ASUNCION - PLAZA BIRIBILA;2413;PLAZA BIRIBILA;9
A1;ASUNCION - PLAZA BIRIBILA;2414;PLAZA BIRIBILA;9
A1;ASUNCION - PLAZA BIRIBILA;2415;PLAZA BIRIBILA;17
A1;ASUNCION - PLAZA BIRIBILA;2505;ASUNCION;47
A1;ASUNCION - PLAZA BIRIBILA;2506;ASUNCION;46
A1;ASUNCION - PLAZA BIRIBILA;2507;PLAZA BIRIBILA;12
A1;ASUNCION - PLAZA BIRIBILA;2508;PLAZA BIRIBILA;14
A1;ASUNCION - PLAZA BIRIBILA;2701;ASUNCION;51
A1;ASUNCION - PLAZA BIRIBILA;2702;ASUNCION;51
A1;ASUNCION - PLAZA BIRIBILA;2703;ASUNCION;49
A1;ASUNCION - PLAZA BIRIBILA;2704;ASUNCION;50
A1;ASUNCION - PLAZA BIRIBILA;2705;ASUNCION;50
A1;ASUNCION - PLAZA BIRIBILA;5103;ASUNCION;41
A1;ASUNCION - PLAZA BIRIBILA;5104;ASUNCION;45
A1;ASUNCION - PLAZA BIRIBILA;5105;PLAZA BIRIBILA;23
A1;ASUNCION - PLAZA BIRIBILA;5108;PLAZA BIRIBILA;20
A1;ASUNCION - PLAZA BIRIBILA;5111;ASUNCION;43
A1;ASUNCION - PLAZA BIRIBILA;6129;ASUNCION;38
A1;ASUNCION - PLAZA BIRIBILA;6130;PLAZA BIRIBILA;24
A2;SOLOKOETXE - PLAZA BIRIBILA;5105;PLAZA BIRIBILA;3
A2;SOLOKOETXE - PLAZA BIRIBILA;5106;PLAZA BIRIBILA;27
A2;SOLOKOETXE - PLAZA BIRIBILA;5107;SOLOKOETXE;8
A2;SOLOKOETXE - PLAZA BIRIBILA;5109;SOLOKOETXE;9
A2;SOLOKOETXE - PLAZA BIRIBILA;5202;SOLOKOETXE;11
A2;SOLOKOETXE - PLAZA BIRIBILA;5203;SOLOKOETXE;11
A2;SOLOKOETXE - PLAZA BIRIBILA;5204;SOLOKOETXE;10
A2;SOLOKOETXE - PLAZA BIRIBILA;5205;SOLOKOETXE;10
A2;SOLOKOETXE - PLAZA BIRIBILA;5301;SOLOKOETXE;12
A2;SOLOKOETXE - PLAZA BIRIBILA;5302;PLAZA BIRIBILA;23
A2;SOLOKOETXE - PLAZA BIRIBILA;5303;SOLOKOETXE;12
A2;SOLOKOETXE - PLAZA BIRIBILA;5304;PLAZA BIRIBILA;24
A2;SOLOKOETXE - PLAZA BIRIBILA;5306;PLAZA BIRIBILA;25
A2;SOLOKOETXE - PLAZA BIRIBILA;6126;SOLOKOETXE;6
A3;OLABEAGA - MOYUA;6206;MOYUA;16
A3;OLABEAGA - MOYUA;6207;OLABEAGA;3
A3;OLABEAGA - MOYUA;6208;MOYUA;15
A3;OLABEAGA - MOYUA;6217;MOYUA;13
A3;OLABEAGA - MOYUA;6219;OLABEAGA;18
A3;OLABEAGA - MOYUA;6224;OLABEAGA;4
A3;OLABEAGA - MOYUA;8202;MOYUA;6
A3;OLABEAGA - MOYUA;8203;OLABEAGA;8
A3;OLABEAGA - MOYUA;8206;OLABEAGA;8
A3;OLABEAGA - MOYUA;8207;MOYUA;9
A3;OLABEAGA - MOYUA;8208;MOYUA;8
A3;OLABEAGA - MOYUA;8209;MOYUA;7
A3;OLABEAGA - MOYUA;8210;OLABEAGA;9
A3;OLABEAGA - MOYUA;8211;OLABEAGA;9
A3;OLABEAGA - MOYUA;8212;MOYUA;23
A4;ZORROTZAURRE - DEUSTU;1403;DEUSTU;7
A4;ZORROTZAURRE - DEUSTU;1406;DEUSTU;5
A4;ZORROTZAURRE - DEUSTU;1414;DEUSTU;9
A4;ZORROTZAURRE - DEUSTU;1416;ZORROTZAURRE;18
A4;ZORROTZAURRE - DEUSTU;1417;ZORROTZAURRE;19
A4;ZORROTZAURRE - DEUSTU;1428;DEUSTU;8
A4;ZORROTZAURRE - DEUSTU;1501;DEUSTU;4
A4;ZORROTZAURRE - DEUSTU;1502;DEUSTU;4
A4;ZORROTZAURRE - DEUSTU;1503;DEUSTU;3
A4;ZORROTZAURRE - DEUSTU;1504;DEUSTU;3
A4;ZORROTZAURRE - DEUSTU;1505;DEUSTU;2
A4;ZORROTZAURRE - DEUSTU;1506;ZORROTZAURRE;21
A4;ZORROTZAURRE - DEUSTU;1507;ZORROTZAURRE;21
A4;ZORROTZAURRE - DEUSTU;1508;ZORROTZAURRE;22
A4;ZORROTZAURRE - DEUSTU;1509;ZORROTZAURRE;23
A4;ZORROTZAURRE - DEUSTU;1510;ZORROTZAURRE;24
A4;ZORROTZAURRE - DEUSTU;1511;DEUSTU;29
A4;ZORROTZAURRE - DEUSTU;1512;DEUSTU;28
A4;ZORROTZAURRE - DEUSTU;1513;DEUSTU;30
A4;ZORROTZAURRE - DEUSTU;1514;ZORROTZAURRE;25
A4;ZORROTZAURRE - DEUSTU;1515;ZORROTZAURRE;24
A5;PRIM - PLAZA BIRIBILA;2202;PLAZA BIRIBILA;8
A5;PRIM - PLAZA BIRIBILA;2415;PLAZA BIRIBILA;6
A5;PRIM - PLAZA BIRIBILA;2508;PLAZA BIRIBILA;3
A5;PRIM - PLAZA BIRIBILA;4101;PRIM;26
A5;PRIM - PLAZA BIRIBILA;4103;PLAZA BIRIBILA;28
A5;PRIM - PLAZA BIRIBILA;5107;PRIM;21
A5;PRIM - PLAZA BIRIBILA;5109;PRIM;22
A5;PRIM - PLAZA BIRIBILA;5204;PRIM;24
A5;PRIM - PLAZA BIRIBILA;5205;PRIM;24
A5;PRIM - PLAZA BIRIBILA;5206;PRIM;25
A5;PRIM - PLAZA BIRIBILA;5207;PRIM;25
A5;PRIM - PLAZA BIRIBILA;6113;PRIM;19
A5;PRIM - PLAZA BIRIBILA;6122;PLAZA BIRIBILA;10
A5;PRIM - PLAZA BIRIBILA;6124;PRIM;18
A6;ARANGOITI - DEUSTU;1401;ARANGOITI;9
A6;ARANGOITI - DEUSTU;1422;ARANGOITI;3
A6;ARANGOITI - DEUSTU;1423;ARANGOITI;5
A6;ARANGOITI - DEUSTU;1601;ARANGOITI;10
A6;ARANGOITI - DEUSTU;1602;PLAZA SAN PEDRO;2
A6;ARANGOITI - DEUSTU;1605;PLAZA SAN PEDRO;0
A6;ARANGOITI - DEUSTU;1606;PLAZA SAN PEDRO;3
A6;ARANGOITI - DEUSTU;1607;PLAZA SAN PEDRO;3
A6;ARANGOITI - DEUSTU;1608;ARANGOITI;12
A6;ARANGOITI - DEUSTU;1609;ARANGOITI;12
A6;ARANGOITI - DEUSTU;1701;ARANGOITI;8
A6;ARANGOITI - DEUSTU;1702;PLAZA SAN PEDRO;4
A6;ARANGOITI - DEUSTU;1703;PLAZA SAN PEDRO;5
A7;ARTXANDA - ARENAL;1411;ARTXANDA;9
A7;ARTXANDA - ARENAL;1415;ARTXANDA;7
A7;ARTXANDA - ARENAL;1423;ARTXANDA;5
A7;ARTXANDA - ARENAL;1425;ARTXANDA;3
A7;ARTXANDA - ARENAL;1705;ARTXANDA;10
A7;ARTXANDA - ARENAL;1706;ARTXANDA;11
A7;ARTXANDA - ARENAL;1707;ARTXANDA;11
A7;ARTXANDA - ARENAL;1708;ARTXANDA;12
A7;ARTXANDA - ARENAL;1709;ARTXANDA;14
A7;ARTXANDA - ARENAL;1710;ARTXANDA;14
A7;ARTXANDA - ARENAL;1711;ARTXANDA;16
A7;ARTXANDA - ARENAL;2202;SENDEJA;45
A7;ARTXANDA - ARENAL;2415;SENDEJA;42
A7;ARTXANDA - ARENAL;2504;SENDEJA;39
A7;ARTXANDA - ARENAL;2508;SENDEJA;40
A7;ARTXANDA - ARENAL;2602;SENDEJA;38
A7;ARTXANDA - ARENAL;2706;ARTXANDA;17
A7;ARTXANDA - ARENAL;2707;ARTXANDA;18
A7;ARTXANDA - ARENAL;2708;ARTXANDA;19
A7;ARTXANDA - ARENAL;2709;SENDEJA;33
A7;ARTXANDA - ARENAL;2710;SENDEJA;34
A7;ARTXANDA - ARENAL;2711;SENDEJA;35
A7;ARTXANDA - ARENAL;2712;SENDEJA;36
A7;ARTXANDA - ARENAL;5105;ARTXANDA;50
A7;ARTXANDA - ARENAL;5108;ARTXANDA;48
A7;ARTXANDA - ARENAL;6110;ARTXANDA;58
A7;ARTXANDA - ARENAL;6114;ARTXANDA;56
A7;ARTXANDA - ARENAL;6117;ARTXANDA;54
A7;ARTXANDA - ARENAL;6125;ARTXANDA;58
A7;ARTXANDA - ARENAL;6204;ARTXANDA;2
A8;SAN JUSTO - AMETZOLA;5509;AMETZOLA;40
A8;SAN JUSTO - AMETZOLA;5510;AMETZOLA;38
A8;SAN JUSTO - AMETZOLA;5512;AMETZOLA;42
A8;SAN JUSTO - AMETZOLA;7101;SAN JUSTO;3
A8;SAN JUSTO - AMETZOLA;7304;AMETZOLA;58
A8;SAN JUSTO - AMETZOLA;7305;SAN JUSTO;5
A8;SAN JUSTO - AMETZOLA;7306;AMETZOLA;57
A8;SAN JUSTO - AMETZOLA;7307;AMETZOLA;55
A8;SAN JUSTO - AMETZOLA;7310;SAN JUSTO;4
A8;SAN JUSTO - AMETZOLA;7311;AMETZOLA;59
A8;SAN JUSTO - AMETZOLA;7401;SAN JUSTO;10
A8;SAN JUSTO - AMETZOLA;7402;SAN JUSTO;9
A8;SAN JUSTO - AMETZOLA;7403;SAN JUSTO;10
A8;SAN JUSTO - AMETZOLA;7404;AMETZOLA;51
A8;SAN JUSTO - AMETZOLA;7405;AMETZOLA;44
A8;SAN JUSTO - AMETZOLA;7406;SAN JUSTO;17
A8;SAN JUSTO - AMETZOLA;7407;SAN JUSTO;21
A8;SAN JUSTO - AMETZOLA;7408;AMETZOLA;48
A8;SAN JUSTO - AMETZOLA;7409;SAN JUSTO;8
A8;SAN JUSTO - AMETZOLA;7410;SAN JUSTO;6
A8;SAN JUSTO - AMETZOLA;7411;SAN JUSTO;13
A8;SAN JUSTO - AMETZOLA;7412;SAN JUSTO;25
A8;SAN JUSTO - AMETZOLA;7413;SAN JUSTO;27
A8;SAN JUSTO - AMETZOLA;7414;SAN JUSTO;29
A8;SAN JUSTO - AMETZOLA;7415;SAN JUSTO;24
A8;SAN JUSTO - AMETZOLA;7418;SAN JUSTO;28
A8;SAN JUSTO - AMETZOLA;7702;AMETZOLA;33
A8;SAN JUSTO - AMETZOLA;7703;AMETZOLA;34
A8;SAN JUSTO - AMETZOLA;7704;SAN JUSTO;32
