Codigo linea;Descripcion linea;Codigo parada;Parada;Tiempo espera
58;MINTEGITXUETA - ATXURI;6119;MINTEGITXUETA;2
58;MINTEGITXUETA - ATXURI;6202;MINTEGITXUETA;7
58;MINTEGITXUETA - ATXURI;6203;MINTEGITXUETA;10
58;MINTEGITXUETA - ATXURI;7102;ATXURI;2
58;MINTEGITXUETA - ATXURI;7103;ATXURI;0
58;MINTEGITXUETA - ATXURI;7104;ATXURI;14
58;MINTEGITXUETA - ATXURI;8103;ATXURI;8
58;MINTEGITXUETA - ATXURI;8104;MINTEGITXUETA;2
58;MINTEGITXUETA - ATXURI;8105;MINTEGITXUETA;7
58;MINTEGITXUETA - ATXURI;8106;ATXURI;2
58;MINTEGITXUETA - ATXURI;8110;ATXURI;10
58;MINTEGITXUETA - ATXURI;8114;MINTEGITXUETA;0
58;MINTEGITXUETA - ATXURI;8122;MINTEGITXUETA;12
58;MINTEGITXUETA - ATXURI;8123;ATXURI;12
58;MINTEGITXUETA - ATXURI;8301;MINTEGITXUETA;4
58;MINTEGITXUETA - ATXURI;8302;ATXURI;5
58;MINTEGITXUETA - ATXURI;8303;ATXURI;4
58;MINTEGITXUETA - ATXURI;8304;MINTEGITXUETA;5
58;MINTEGITXUETA - ATXURI;8305;MINTEGITXUETA;4
58;MINTEGITXUETA - ATXURI;8306;ATXURI;2
58;MINTEGITXUETA - ATXURI;8307;ATXURI;2
58;MINTEGITXUETA - ATXURI;8308;ATXURI;4
58;MINTEGITXUETA - ATXURI;8309;MINTEGITXUETA;6
58;MINTEGITXUETA - ATXURI;8310;ATXURI;1
58;MINTEGITXUETA - ATXURI;8311;ATXURI;1
58;MINTEGITXUETA - ATXURI;8312;ATXURI;0
58;MINTEGITXUETA - ATXURI;8313;ATXURI;6
58;MINTEGITXUETA - ATXURI;8314;ATXURI;14
58;MINTEGITXUETA - ATXURI;8401;MINTEGITXUETA;8
58;MINTEGITXUETA - ATXURI;8402;ATXURI;0
58;MINTEGITXUETA - ATXURI;8403;ATXURI;1
58;MINTEGITXUETA - ATXURI;8404;ATXURI;3
58;MINTEGITXUETA - ATXURI;8601;MINTEGITXUETA;0
58;MINTEGITXUETA - ATXURI;8602;MINTEGITXUETA;9
58;MINTEGITXUETA - ATXURI;8603;MINTEGITXUETA;5
58;MINTEGITXUETA - ATXURI;8604;ATXURI;2
58;MINTEGITXUETA - ATXURI;8605;MINTEGITXUETA;4
58;MINTEGITXUETA - ATXURI;8606;MINTEGITXUETA;5
58;MINTEGITXUETA - ATXURI;8607;MINTEGITXUETA;3
58;MINTEGITXUETA - ATXURI;8608;MINTEGITXUETA;4
58;MINTEGITXUETA - ATXURI;8609;MINTEGITXUETA;2
58;MINTEGITXUETA - ATXURI;8610;ATXURI;4
58;MINTEGITXUETA - ATXURI;8611;ATXURI;5
58;MINTEGITXUETA - ATXURI;8612;MINTEGITXUETA;6
58;MINTEGITXUETA - ATXURI;8613;MINTEGITXUETA;7
62;SAN MAMES - ARABELLA;2202;SAN MAMES;37
62;SAN MAMES - ARABELLA;2415;SAN MAMES;35
62;SAN MAMES - ARABELLA;2501;ARABELLA;8
62;SAN MAMES - ARABELLA;2502;SAN MAMES;29
62;SAN MAMES - ARABELLA;2504;SAN MAMES;31
62;SAN MAMES - ARABELLA;2505;ARABELLA;6
62;SAN MAMES - ARABELLA;2506;ARABELLA;5
62;SAN MAMES - ARABELLA;2508;SAN MAMES;32
62;SAN MAMES - ARABELLA;2510;ARABELLA;7
62;SAN MAMES - ARABELLA;5103;ARABELLA;15
62;SAN MAMES - ARABELLA;5104;ARABELLA;3
62;SAN MAMES - ARABELLA;5110;ARABELLA;13
62;SAN MAMES - ARABELLA;5111;ARABELLA;1
62;SAN MAMES - ARABELLA;6113;ARABELLA;10
62;SAN MAMES - ARABELLA;6115;ARABELLA;7
62;SAN MAMES - ARABELLA;6122;SAN MAMES;0
62;SAN MAMES - ARABELLA;6124;SAN MAMES;1
62;SAN MAMES - ARABELLA;6128;SAN MAMES;3
62;SAN MAMES - ARABELLA;6206;ARABELLA;5
62;SAN MAMES - ARABELLA;6208;ARABELLA;3
62;SAN MAMES - ARABELLA;6217;ARABELLA;1
62;SAN MAMES - ARABELLA;6221;SAN MAMES;8
62;SAN MAMES - ARABELLA;6222;SAN MAMES;10
62;SAN MAMES - ARABELLA;6226;SAN MAMES;5
62;SAN MAMES - ARABELLA;8124;ARABELLA;14
71;MIRIBILLA - SAN IGNAZIO;1101;MIRIBILLA;11
71;MIRIBILLA - SAN IGNAZIO;1102;SAN IGNAZIO;16
71;MIRIBILLA - SAN IGNAZIO;1103;MIRIBILLA;10
71;MIRIBILLA - SAN IGNAZIO;1104;SAN IGNAZIO;0
71;MIRIBILLA - SAN IGNAZIO;1105;MIRIBILLA;9
71;MIRIBILLA - SAN IGNAZIO;1301;SAN IGNAZIO;14
71;MIRIBILLA - SAN IGNAZIO;1302;SAN IGNAZIO;13
71;MIRIBILLA - SAN IGNAZIO;1303;MIRIBILLA;12
71;MIRIBILLA - SAN IGNAZIO;1304;SAN IGNAZIO;15
71;MIRIBILLA - SAN IGNAZIO;1305;MIRIBILLA;13
71;MIRIBILLA - SAN IGNAZIO;1405;MIRIBILLA;76
71;MIRIBILLA - SAN IGNAZIO;1410;SAN IGNAZIO;8
71;MIRIBILLA - SAN IGNAZIO;1412;MIRIBILLA;14
71;MIRIBILLA - SAN IGNAZIO;1413;MIRIBILLA;17
71;MIRIBILLA - SAN IGNAZIO;1414;MIRIBILLA;16
71;MIRIBILLA - SAN IGNAZIO;1415;SAN IGNAZIO;11
71;MIRIBILLA - SAN IGNAZIO;1423;SAN IGNAZIO;9
71;MIRIBILLA - SAN IGNAZIO;1426;MIRIBILLA;3
71;MIRIBILLA - SAN IGNAZIO;1427;SAN IGNAZIO;6
71;MIRIBILLA - SAN IGNAZIO;2101;MIRIBILLA;7
71;MIRIBILLA - SAN IGNAZIO;2102;MIRIBILLA;8
71;MIRIBILLA - SAN IGNAZIO;2103;SAN IGNAZIO;4
71;MIRIBILLA - SAN IGNAZIO;2105;SAN IGNAZIO;3
71;MIRIBILLA - SAN IGNAZIO;2108;SAN IGNAZIO;1
71;MIRIBILLA - SAN IGNAZIO;2109;MIRIBILLA;5
71;MIRIBILLA - SAN IGNAZIO;5105;MIRIBILLA;11
71;MIRIBILLA - SAN IGNAZIO;5108;MIRIBILLA;9
71;MIRIBILLA - SAN IGNAZIO;5802;SAN IGNAZIO;13
71;MIRIBILLA - SAN IGNAZIO;5803;SAN IGNAZIO;11
71;MIRIBILLA - SAN IGNAZIO;5804;SAN IGNAZIO;9
71;MIRIBILLA - SAN IGNAZIO;5904;SAN IGNAZIO;4
71;MIRIBILLA - SAN IGNAZIO;5906;MIRIBILLA;2
71;MIRIBILLA - SAN IGNAZIO;5907;MIRIBILLA;5
71;MIRIBILLA - SAN IGNAZIO;5908;MIRIBILLA;2
71;MIRIBILLA - SAN IGNAZIO;5909;SAN IGNAZIO;5
71;MIRIBILLA - SAN IGNAZIO;5910;SAN IGNAZIO;6
71;MIRIBILLA - SAN IGNAZIO;5913;MIRIBILLA;0
71;MIRIBILLA - SAN IGNAZIO;5914;MIRIBILLA;1
71;MIRIBILLA - SAN IGNAZIO;6118;SAN IGNAZIO;18
71;MIRIBILLA - SAN IGNAZIO;6119;MIRIBILLA;13
71;MIRIBILLA - SAN IGNAZIO;6120;SAN IGNAZIO;17
71;MIRIBILLA - SAN IGNAZIO;6121;MIRIBILLA;15
71;MIRIBILLA - SAN IGNAZIO;6123;SAN IGNAZIO;14
71;MIRIBILLA - SAN IGNAZIO;7206;MIRIBILLA;19
71;MIRIBILLA - SAN IGNAZIO;7207;MIRIBILLA;17
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2102;ERREKALDE;1
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2104;CASTAÑOS;1
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2107;ERREKALDE;9
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2108;CASTAÑOS;1
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2110;ERREKALDE;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2111;ERREKALDE;11
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2201;CASTAÑOS;5
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2203;CASTAÑOS;7
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2206;CASTAÑOS;3
72;LARRASKITU - CASTAÑOS/GAZTELEKU;2207;CASTAÑOS;6
72;LARRASKITU - CASTAÑOS/GAZTELEKU;5105;ERREKALDE;4
72;LARRASKITU - CASTAÑOS/GAZTELEKU;5108;ERREKALDE;2
72;LARRASKITU - CASTAÑOS/GAZTELEKU;5601;CASTAÑOS;--
72;LARRASKITU - CASTAÑOS/GAZTELEKU;5701;CASTAÑOS;--
72;LARRASKITU - CASTAÑOS/GAZTELEKU;5704;CASTAÑOS;--
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6113;CASTAÑOS;12
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6114;ERREKALDE;10
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6115;CASTAÑOS;9
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6116;ERREKALDE;11
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6117;ERREKALDE;7
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6206;CASTAÑOS;7
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6209;CASTAÑOS;5
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6210;CASTAÑOS;3
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6211;ERREKALDE;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6212;ERREKALDE;3
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6213;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;6214;ERREKALDE;5
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7106;ERREKALDE;7
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7107;CASTAÑOS;14
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7304;CASTAÑOS;11
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7305;ERREKALDE;11
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7306;CASTAÑOS;10
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7307;CASTAÑOS;8
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7308;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7309;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7310;ERREKALDE;10
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7311;CASTAÑOS;13
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7312;PEÑASCAL;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7313;PEÑASCAL;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7322;CASTAÑOS;4
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7323;CASTAÑOS;14
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7404;CASTAÑOS;7
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7406;ERREKALDE;16
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7408;CASTAÑOS;6
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7409;ERREKALDE;13
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7410;ERREKALDE;12
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7411;ERREKALDE;14
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7416;ERREKALDE;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7417;CASTAÑOS;4
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7601;PEÑASCAL;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7602;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7603;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7604;PEÑASCAL;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7605;PEÑASCAL;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7606;CASTAÑOS;0
72;LARRASKITU - CASTAÑOS/GAZTELEKU;7701;CASTAÑOS;0
75;SAN ADRIAN - ATXURI;5102;ATXURI;4
75;SAN ADRIAN - ATXURI;5105;SAN ADRIAN;2
75;SAN ADRIAN - ATXURI;5106;SAN ADRIAN;10
75;SAN ADRIAN - ATXURI;5405;SAN ADRIAN;9
75;SAN ADRIAN - ATXURI;5601;ATXURI;9
75;SAN ADRIAN - ATXURI;5701;ATXURI;8
75;SAN ADRIAN - ATXURI;5704;ATXURI;7
75;SAN ADRIAN - ATXURI;5802;ATXURI;8
75;SAN ADRIAN - ATXURI;5804;ATXURI;3
75;SAN ADRIAN - ATXURI;5906;SAN ADRIAN;0
75;SAN ADRIAN - ATXURI;5908;SAN ADRIAN;2
75;SAN ADRIAN - ATXURI;5909;ATXURI;2
75;SAN ADRIAN - ATXURI;5910;ATXURI;0
75;SAN ADRIAN - ATXURI;5913;SAN ADRIAN;15
75;SAN ADRIAN - ATXURI;5914;SAN ADRIAN;0
75;SAN ADRIAN - ATXURI;6118;ATXURI;1
75;SAN ADRIAN - ATXURI;6119;SAN ADRIAN;5
75;SAN ADRIAN - ATXURI;6120;ATXURI;0
75;SAN ADRIAN - ATXURI;6121;SAN ADRIAN;-42
75;SAN ADRIAN - ATXURI;6123;ATXURI;11
75;SAN ADRIAN - ATXURI;7108;SAN ADRIAN;9
75;SAN ADRIAN - ATXURI;7201;ATXURI;5
75;SAN ADRIAN - ATXURI;7203;SAN ADRIAN;10
75;SAN ADRIAN - ATXURI;7204;SAN ADRIAN;12
75;SAN ADRIAN - ATXURI;7205;SAN ADRIAN;11
75;SAN ADRIAN - ATXURI;7208;ATXURI;6
75;SAN ADRIAN - ATXURI;7209;SAN ADRIAN;13
75;SAN ADRIAN - ATXURI;7210;ATXURI;7
76;ARTATZU/XALBADOR - MOYUA;5802;PLAZA MOYUA;11
76;ARTATZU/XALBADOR - MOYUA;5803;PLAZA MOYUA;10
76;ARTATZU/XALBADOR - MOYUA;5804;PLAZA MOYUA;8
76;ARTATZU/XALBADOR - MOYUA;5911;XALBADOR;5
76;ARTATZU/XALBADOR - MOYUA;5912;PLAZA MOYUA;6
76;ARTATZU/XALBADOR - MOYUA;5913;XALBADOR;3
76;ARTATZU/XALBADOR - MOYUA;5914;XALBADOR;4
76;ARTATZU/XALBADOR - MOYUA;5915;PLAZA MOYUA;5
76;ARTATZU/XALBADOR - MOYUA;6104;PLAZA MOYUA;14
76;ARTATZU/XALBADOR - MOYUA;6108;XALBADOR;29
76;ARTATZU/XALBADOR - MOYUA;6112;XALBADOR;32
76;ARTATZU/XALBADOR - MOYUA;6123;PLAZA MOYUA;13
76;ARTATZU/XALBADOR - MOYUA;6201;PLAZA MOYUA;18
76;ARTATZU/XALBADOR - MOYUA;6206;PLAZA MOYUA;25
76;ARTATZU/XALBADOR - MOYUA;6209;PLAZA MOYUA;22
76;ARTATZU/XALBADOR - MOYUA;6210;PLAZA MOYUA;21
76;ARTATZU/XALBADOR - MOYUA;7108;XALBADOR;34
76;ARTATZU/XALBADOR - MOYUA;7203;XALBADOR;36
76;ARTATZU/XALBADOR - MOYUA;7204;XALBADOR;0
76;ARTATZU/XALBADOR - MOYUA;7205;XALBADOR;37
76;ARTATZU/XALBADOR - MOYUA;7209;XALBADOR;0
76;ARTATZU/XALBADOR - MOYUA;7301;PLAZA MOYUA;9
76;ARTATZU/XALBADOR - MOYUA;7306;XALBADOR;11
76;ARTATZU/XALBADOR - MOYUA;7307;XALBADOR;10
76;ARTATZU/XALBADOR - MOYUA;7308;PLAZA MOYUA;33
76;ARTATZU/XALBADOR - MOYUA;7309;PLAZA MOYUA;30
76;ARTATZU/XALBADOR - MOYUA;7312;XALBADOR;13
76;ARTATZU/XALBADOR - MOYUA;7313;XALBADOR;14
76;ARTATZU/XALBADOR - MOYUA;7317;PLAZA MOYUA;30
76;ARTATZU/XALBADOR - MOYUA;7318;XALBADOR;14
76;ARTATZU/XALBADOR - MOYUA;7319;PLAZA MOYUA;29
76;ARTATZU/XALBADOR - MOYUA;7320;ARTAZU;35
76;ARTATZU/XALBADOR - MOYUA;7404;XALBADOR;9
76;ARTATZU/XALBADOR - MOYUA;7405;XALBADOR;7
76;ARTATZU/XALBADOR - MOYUA;7406;PLAZA MOYUA;2
76;ARTATZU/XALBADOR - MOYUA;7407;PLAZA MOYUA;3
76;ARTATZU/XALBADOR - MOYUA;7408;XALBADOR;8
76;ARTATZU/XALBADOR - MOYUA;7409;PLAZA MOYUA;0
76;ARTATZU/XALBADOR - MOYUA;7410;PLAZA MOYUA;35
76;ARTATZU/XALBADOR - MOYUA;7411;PLAZA MOYUA;0
77;PEÑASCAL - MINA DEL MORRO;4204;PEÑASCAL;11
77;PEÑASCAL - MINA DEL MORRO;4205;PEÑASCAL;0
77;PEÑASCAL - MINA DEL MORRO;4206;MINA DEL MORRO;5
77;PEÑASCAL - MINA DEL MORRO;5102;MINA DEL MORRO;5
77;PEÑASCAL - MINA DEL MORRO;5105;PEÑASCAL;13
77;PEÑASCAL - MINA DEL MORRO;5106;PEÑASCAL;9
77;PEÑASCAL - MINA DEL MORRO;5401;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;5402;MINA DEL MORRO;1
77;PEÑASCAL - MINA DEL MORRO;5403;PEÑASCAL;5
77;PEÑASCAL - MINA DEL MORRO;5404;PEÑASCAL;3
77;PEÑASCAL - MINA DEL MORRO;5406;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;5407;PEÑASCAL;6
77;PEÑASCAL - MINA DEL MORRO;5601;MINA DEL MORRO;10
77;PEÑASCAL - MINA DEL MORRO;5701;MINA DEL MORRO;9
77;PEÑASCAL - MINA DEL MORRO;5704;MINA DEL MORRO;7
77;PEÑASCAL - MINA DEL MORRO;6113;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;6114;PEÑASCAL;2
77;PEÑASCAL - MINA DEL MORRO;6115;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;6116;PEÑASCAL;3
77;PEÑASCAL - MINA DEL MORRO;6117;PEÑASCAL;0
77;PEÑASCAL - MINA DEL MORRO;6206;MINA DEL MORRO;9
77;PEÑASCAL - MINA DEL MORRO;6209;MINA DEL MORRO;7
77;PEÑASCAL - MINA DEL MORRO;6210;MINA DEL MORRO;6
77;PEÑASCAL - MINA DEL MORRO;6211;PEÑASCAL;5
77;PEÑASCAL - MINA DEL MORRO;6212;PEÑASCAL;8
77;PEÑASCAL - MINA DEL MORRO;6213;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;6214;PEÑASCAL;0
77;PEÑASCAL - MINA DEL MORRO;7106;PEÑASCAL;1
77;PEÑASCAL - MINA DEL MORRO;7107;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;7308;MINA DEL MORRO;8
77;PEÑASCAL - MINA DEL MORRO;7309;MINA DEL MORRO;5
77;PEÑASCAL - MINA DEL MORRO;7310;PEÑASCAL;3
77;PEÑASCAL - MINA DEL MORRO;7311;MINA DEL MORRO;10
77;PEÑASCAL - MINA DEL MORRO;7312;PEÑASCAL;4
77;PEÑASCAL - MINA DEL MORRO;7313;PEÑASCAL;6
77;PEÑASCAL - MINA DEL MORRO;7601;PEÑASCAL;7
77;PEÑASCAL - MINA DEL MORRO;7602;MINA DEL MORRO;3
77;PEÑASCAL - MINA DEL MORRO;7603;MINA DEL MORRO;2
77;PEÑASCAL - MINA DEL MORRO;7604;PEÑASCAL;0
77;PEÑASCAL - MINA DEL MORRO;7605;PEÑASCAL;8
77;PEÑASCAL - MINA DEL MORRO;7606;MINA DEL MORRO;0
77;PEÑASCAL - MINA DEL MORRO;7701;MINA DEL MORRO;11
85;ZAZPILANDA - ATXURI;5102;ATXURI;3
85;ZAZPILANDA - ATXURI;5105;ZAZPILANDA;5
85;ZAZPILANDA - ATXURI;5106;ZAZPILANDA;1
85;ZAZPILANDA - ATXURI;5405;ZAZPILANDA;19
85;ZAZPILANDA - ATXURI;5601;ATXURI;8
85;ZAZPILANDA - ATXURI;5701;ATXURI;7
85;ZAZPILANDA - ATXURI;5704;ATXURI;6
85;ZAZPILANDA - ATXURI;6106;ZAZPILANDA;11
85;ZAZPILANDA - ATXURI;6118;ATXURI;1
85;ZAZPILANDA - ATXURI;6119;ZAZPILANDA;7
85;ZAZPILANDA - ATXURI;6120;ATXURI;14
85;ZAZPILANDA - ATXURI;6121;ZAZPILANDA;-28
85;ZAZPILANDA - ATXURI;6202;ZAZPILANDA;13
85;ZAZPILANDA - ATXURI;6203;ZAZPILANDA;16
85;ZAZPILANDA - ATXURI;7102;ATXURI;12
85;ZAZPILANDA - ATXURI;7103;ATXURI;10
85;ZAZPILANDA - ATXURI;7104;ATXURI;8
85;ZAZPILANDA - ATXURI;8111;ATXURI;3
85;ZAZPILANDA - ATXURI;8112;ZAZPILANDA;3
85;ZAZPILANDA - ATXURI;8113;ATXURI;2
85;ZAZPILANDA - ATXURI;8122;ZAZPILANDA;2
85;ZAZPILANDA - ATXURI;8123;ATXURI;5
85;ZAZPILANDA - ATXURI;8204;ZAZPILANDA;5
85;ZAZPILANDA - ATXURI;8205;ZAZPILANDA;5
85;ZAZPILANDA - ATXURI;8317;ATXURI;1
85;ZAZPILANDA - ATXURI;8501;ATXURI;17
85;ZAZPILANDA - ATXURI;8502;ATXURI;0
85;ZAZPILANDA - ATXURI;8503;ATXURI;12
85;ZAZPILANDA - ATXURI;8504;ZAZPILANDA;12
85;ZAZPILANDA - ATXURI;8505;ATXURI;11
85;ZAZPILANDA - ATXURI;8506;ZAZPILANDA;11
85;ZAZPILANDA - ATXURI;8507;ATXURI;9
85;ZAZPILANDA - ATXURI;8509;ATXURI;14
85;ZAZPILANDA - ATXURI;8510;ZAZPILANDA;7
88;KASTREXANA - INDAUTXU;6213;INDAUTXU;21
88;KASTREXANA - INDAUTXU;6223;KASTREXANA;29
88;KASTREXANA - INDAUTXU;6228;KASTREXANA;34
88;KASTREXANA - INDAUTXU;7104;INDAUTXU;20
88;KASTREXANA - INDAUTXU;8111;INDAUTXU;14
88;KASTREXANA - INDAUTXU;8112;KASTREXANA;36
88;KASTREXANA - INDAUTXU;8113;INDAUTXU;14
88;KASTREXANA - INDAUTXU;8122;KASTREXANA;35
88;KASTREXANA - INDAUTXU;8123;INDAUTXU;17
88;KASTREXANA - INDAUTXU;8204;KASTREXANA;37
88;KASTREXANA - INDAUTXU;8205;KASTREXANA;38
88;KASTREXANA - INDAUTXU;8317;INDAUTXU;13
88;KASTREXANA - INDAUTXU;8506;KASTREXANA;43
88;KASTREXANA - INDAUTXU;8508;KASTREXANA;45
88;KASTREXANA - INDAUTXU;8509;INDAUTXU;10
88;KASTREXANA - INDAUTXU;8510;KASTREXANA;40
88;KASTREXANA - INDAUTXU;8511;INDAUTXU;4
88;KASTREXANA - INDAUTXU;8614;INDAUTXU;2
88;KASTREXANA - INDAUTXU;8615;KASTREXANA;46
88;KASTREXANA - INDAUTXU;8616;KASTREXANA;50
88;KASTREXANA - INDAUTXU;8617;KASTREXANA;47
88;KASTREXANA - INDAUTXU;8618;INDAUTXU;0
88;KASTREXANA - INDAUTXU;8619;KASTREXANA;48
88;KASTREXANA - INDAUTXU;8620;INDAUTXU;59
A1;ASUNCION - PLAZA BIRIBILA;2202;PLAZA BIRIBILA;15
A1;ASUNCION - PLAZA BIRIBILA;2302;PLAZA BIRIBILA;4
A1;ASUNCION - PLAZA BIRIBILA;2303;PLAZA BIRIBILA;4
A1;ASUNCION - PLAZA BIRIBILA;2411;PLAZA BIRIBILA;6
A1;ASUNCION - PLAZA BIRIBILA;2412;PLAZA BIRIBILA;7
A1;ASUNCION - PLAZA BIRIBILA;2413;PLAZA BIRIBILA;6
A1;ASUNCION - PLAZA BIRIBILA;2414;PLAZA BIRIBILA;5
A1;ASUNCION - PLAZA BIRIBILA;2415;PLAZA BIRIBILA;13
A1;ASUNCION - PLAZA BIRIBILA;2505;ASUNCION;43
A1;ASUNCION - PLAZA BIRIBILA;2506;ASUNCION;43
A1;ASUNCION - PLAZA BIRIBILA;2507;PLAZA BIRIBILA;8
A1;ASUNCION - PLAZA BIRIBILA;2508;PLAZA BIRIBILA;11
A1;ASUNCION - PLAZA BIRIBILA;2701;ASUNCION;46
A1;ASUNCION - PLAZA BIRIBILA;2702;ASUNCION;50
A1;ASUNCION - PLAZA BIRIBILA;2703;ASUNCION;44
A1;ASUNCION - PLAZA BIRIBILA;2704;ASUNCION;45
A1;ASUNCION - PLAZA BIRIBILA;2705;ASUNCION;45
A1;ASUNCION - PLAZA BIRIBILA;5103;ASUNCION;38
A1;ASUNCION - PLAZA BIRIBILA;5104;ASUNCION;41
A1;ASUNCION - PLAZA BIRIBILA;5105;PLAZA BIRIBILA;19
A1;ASUNCION - PLAZA BIRIBILA;5108;PLAZA BIRIBILA;17
A1;ASUNCION - PLAZA BIRIBILA;5111;ASUNCION;40
A1;ASUNCION - PLAZA BIRIBILA;6129;ASUNCION;34
A1;ASUNCION - PLAZA BIRIBILA;6130;PLAZA BIRIBILA;22
A2;SOLOKOETXE - PLAZA BIRIBILA;5105;PLAZA BIRIBILA;26
A2;SOLOKOETXE - PLAZA BIRIBILA;5106;PLAZA BIRIBILA;23
A2;SOLOKOETXE - PLAZA BIRIBILA;5107;SOLOKOETXE;1
A2;SOLOKOETXE - PLAZA BIRIBILA;5109;SOLOKOETXE;2
A2;SOLOKOETXE - PLAZA BIRIBILA;5202;SOLOKOETXE;4
A2;SOLOKOETXE - PLAZA BIRIBILA;5203;SOLOKOETXE;3
A2;SOLOKOETXE - PLAZA BIRIBILA;5204;SOLOKOETXE;2
A2;SOLOKOETXE - PLAZA BIRIBILA;5205;SOLOKOETXE;3
A2;SOLOKOETXE - PLAZA BIRIBILA;5301;SOLOKOETXE;5
A2;SOLOKOETXE - PLAZA BIRIBILA;5302;PLAZA BIRIBILA;19
A2;SOLOKOETXE - PLAZA BIRIBILA;5303;SOLOKOETXE;4
A2;SOLOKOETXE - PLAZA BIRIBILA;5304;PLAZA BIRIBILA;20
A2;SOLOKOETXE - PLAZA BIRIBILA;5306;PLAZA BIRIBILA;21
A2;SOLOKOETXE - PLAZA BIRIBILA;6126;SOLOKOETXE;29
A3;OLABEAGA - MOYUA;6206;MOYUA;11
A3;OLABEAGA - MOYUA;6207;OLABEAGA;16
A3;OLABEAGA - MOYUA;6208;MOYUA;9
A3;OLABEAGA - MOYUA;6217;MOYUA;6
A3;OLABEAGA - MOYUA;6219;OLABEAGA;14
A3;OLABEAGA - MOYUA;6224;OLABEAGA;17
A3;OLABEAGA - MOYUA;8202;MOYUA;0
A3;OLABEAGA - MOYUA;8203;OLABEAGA;3
A3;OLABEAGA - MOYUA;8206;OLABEAGA;2
A3;OLABEAGA - MOYUA;8207;MOYUA;2
A3;OLABEAGA - MOYUA;8208;MOYUA;1
A3;OLABEAGA - MOYUA;8209;MOYUA;1
A3;OLABEAGA - MOYUA;8210;OLABEAGA;5
A3;OLABEAGA - MOYUA;8211;OLABEAGA;4
A3;OLABEAGA - MOYUA;8212;MOYUA;19
A4;ZORROTZAURRE - DEUSTU;1403;DEUSTU;2
A4;ZORROTZAURRE - DEUSTU;1406;DEUSTU;0
A4;ZORROTZAURRE - DEUSTU;1414;DEUSTU;5
A4;ZORROTZAURRE - DEUSTU;1416;ZORROTZAURRE;14
A4;ZORROTZAURRE - DEUSTU;1417;ZORROTZAURRE;15
